2e+06,0.00100933,0.00401929,0.0049763,
4e+06,0.00213992,0.00182516,0.00826558,
6e+06,0.00323825,0.00165292,0.0126809,
8e+06,0.00538077,0.00167756,0.0157625,
1e+07,0.0064851,0.00178881,0.0194643,
1.4e+07,0.0109433,0.00263553,0.0257985,
1.8e+07,0.0116563,0.0032476,0.0333591,
2.2e+07,0.0159281,0.00412233,0.0403703,
2.6e+07,0.0166279,0.00324176,0.0471431,
3.4e+07,0.0189072,0.00562497,0.0642236,
4.2e+07,0.0268837,0.00855806,0.0792604,
5e+07,0.0274077,0.00898143,0.0910183,
5.8e+07,0.030621,0.0104442,0.105273,
7.4e+07,0.0432312,0.00890183,0.133339,
9e+07,0.062751,0.0128499,0.16545,
1.06e+08,0.0662588,0.0107542,0.193428,
1.22e+08,0.124505,0.0141199,0.222706,
1.54e+08,0.080095,0.0143074,0.275647,
1.86e+08,0.102002,0.0254723,0.34597,
2.18e+08,0.143549,0.0255324,0.389401,
2.5e+08,0.138255,0.0321377,0.455257,
3.14e+08,0.169205,0.0440247,0.57592,
3.78e+08,0.25852,0.040302,0.689891,
4.42e+08,0.238561,0.0657502,0.807434,
5.06e+08,0.277138,0.0582097,0.903276,
6.34e+08,0.415631,0.0705519,1.15864,
7.62e+08,0.425248,0.0973139,1.37037,
8.9e+08,0.580332,0.100868,1.59577,
